Line Name,Measurement Type,Time,Value,Units
Strain 1,CID:5793,0.0,22.070750368028232,mM
Strain 1,CID:5793,1.0,21.844889783467437,mM
Strain 1,CID:5793,2.0,21.45915711338308,mM
Strain 1,CID:5793,3.0,20.800389258603357,mM
Strain 1,CID:5793,4.0,19.675322288268262,mM
Strain 1,CID:5793,5.0,17.75389324683114,mM
Strain 1,CID:5793,6.0,14.472408980895958,mM
Strain 1,CID:5793,7.0,8.868174447454024,mM
Strain 1,CID:5793,8.0,0.0,mM
Strain 1,CID:5793,9.0,0.0,mM
Strain 1,CID:12988,0.0,0.003306240799294214,mM
Strain 1,CID:12988,1.0,0.008952755413314094,mM
Strain 1,CID:12988,2.0,0.018596072165423076,mM
Strain 1,CID:12988,3.0,0.03506526853491613,mM
Strain 1,CID:12988,4.0,0.06319194279329352,mM
Strain 1,CID:12988,5.0,0.11122766882922158,mM
Strain 1,CID:12988,6.0,0.19326477547760113,mM
Strain 1,CID:12988,7.0,0.3333706388136495,mM
Strain 1,CID:12988,8.0,0.5726483723065481,mM
Strain 1,CID:12988,9.0,0.5726483723065481,mM
Strain 1,CID:175,0.0,0.02878309892171088,mM
Strain 1,CID:175,1.0,0.077939890143002,mM
Strain 1,CID:175,2.0,0.16189159144334175,mM
Strain 1,CID:175,3.0,0.3052672670339983,mM
Strain 1,CID:175,4.0,0.5501293011878432,mM
Strain 1,CID:175,5.0,0.9683133168722026,mM
Strain 1,CID:175,6.0,1.6825027238915942,mM
Strain 1,CID:175,7.0,2.9022205752876706,mM
Strain 1,CID:175,8.0,4.985297728760304,mM
Strain 1,CID:175,9.0,4.985297728760304,mM
Strain 1,CID:283,0.0,0.0013224963197176857,mM
Strain 1,CID:283,1.0,0.003581102165325638,mM
Strain 1,CID:283,2.0,0.00743842886616923,mM
Strain 1,CID:283,3.0,0.01402610741396645,mM
Strain 1,CID:283,4.0,0.025276777117317406,mM
Strain 1,CID:283,5.0,0.04449106753168863,mM
Strain 1,CID:283,6.0,0.07730591019104044,mM
Strain 1,CID:283,7.0,0.13334825552545979,mM
Strain 1,CID:283,8.0,0.22905934892261925,mM
Strain 1,CID:283,9.0,0.22905934892261925,mM
Strain 1,CID:612,0.0,0.0,mM
Strain 1,CID:612,1.0,0.0,mM
Strain 1,CID:612,2.0,0.0,mM
Strain 1,CID:612,3.0,0.0,mM
Strain 1,CID:612,4.0,0.0,mM
Strain 1,CID:612,5.0,0.0,mM
Strain 1,CID:612,6.0,0.0,mM
Strain 1,CID:612,7.0,0.0,mM
Strain 1,CID:612,8.0,0.0,mM
Strain 1,CID:612,9.0,0.0,mM
Strain 1,CID:702,0.0,0.10021788299919344,mM
Strain 1,CID:702,1.0,0.2713735172354776,mM
Strain 1,CID:702,2.0,0.5636791442767157,mM
Strain 1,CID:702,3.0,1.062889000739963,mM
Strain 1,CID:702,4.0,1.9154571955865762,mM
Strain 1,CID:702,5.0,3.3715032200254513,mM
Strain 1,CID:702,6.0,5.858189960275806,mM
Strain 1,CID:702,7.0,10.105041255048544,mM
Strain 1,CID:702,8.0,17.357963638869627,mM
Strain 1,CID:702,9.0,17.357963638869627,mM
